winery;wine;year;rating;num_reviews;country;region;price;type;body;acidity
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.44
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.44
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.44
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.46
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.47
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.47
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.47
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.47
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.48
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.49
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.5
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.5
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.5
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.51
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.51
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.51
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.51
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.52
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.52
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.53
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.54
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.55
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.56
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.56
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.57
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.57
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.58
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.58
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.58
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.59
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.6
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.6
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.6
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.6
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.6
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.61
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.61
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.62
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.62
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.62
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.63
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.63
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.63
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.64
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.66
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.67
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.68
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.69
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.7
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.7
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.7
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.7
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.72
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.72
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.72
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.73
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.73
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.74
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.75
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.75
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.75
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.76
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.76
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.77
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.77
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.77
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.78
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.78
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.78
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.79
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.79
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.79
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.8
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.8
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.8
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.8
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.8
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.82
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.82
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.83
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.83
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.84
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.85
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.85
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.85
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.85
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.86
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.86
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.86
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.86
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.87
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.87
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.87
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.88
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.88
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.89
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.89
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.89
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.9
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.9
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.9
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.9
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.91
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.91
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.93
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.93
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.93
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.93
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.94
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.94
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.95
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.95
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.95
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.96
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.96
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.96
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.96
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.96
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.97
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.97
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.98
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.98
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.98
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.99
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.99
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;2.99
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;4;3,00
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
Lustau;Candela Cream Dulce Sweet;N,V,;4.2;405;Espana;Jerez-Xeres-Sherry;7.1;Sherry;NA;NA
